UserID,Condition,Exclude,Sleep Quality,Value
612d30390bcc548b8a9801bb,End Survey,0,3,"{""Q0"":""Slightly. I did not prepare."",""Q1"":""I did not prepare, first instincts usually."",""Q2"":""3""}"
60f71edb04ec0549b5aa1711,End Survey,0,3,"{""Q0"":""i remembered more than i thought i would"",""Q1"":""none, just relied on my memory"",""Q2"":""3""}"
6162f1ba19703a4085030f00,End Survey,0,4,"{""Q0"":""very"",""Q1"":""remembering the stories i'd told myself about some of the images"",""Q2"":""4""}"
5cb260595730d8001a5ea7ac,End Survey,0,2,"{""Q0"":""somewhat"",""Q1"":""There was no strategy I clearly remembered a lot of those pictures, if I wasn't 100% sure my rating decreased"",""Q2"":""2""}"
615f1500b60d25e2660e8644,End Survey,0,3,"{""Q0"":""A LITTLE"",""Q1"":""Recognising shapes and colours of objects to jog memory recolection"",""Q2"":""3""}"
5adf220ee1cbe5000197459c,End Survey,0,4,"{""Q0"":""Quite surprised "",""Q1"":""Just tried to remember as much as possible - some stuck out in my mind. Others I had forgotten"",""Q2"":""4""}"
5ee8a1f8cb29be03d30ec3c8,End Survey,0,4,"{""Q0"":""Only a little"",""Q1"":""I couldn't be definitely sure that most of them were new because I wouldn't have recognised all the items."",""Q2"":""4""}"
5f364e4f71dbfc688942a7e7,End Survey,0,3,"{""Q0"":""Quite suprised - I thought it would be a repeat of the same test as yesterday"",""Q1"":""Whatever first came to my mind and tried not to think about it for too long"",""Q2"":""3""}"
61485d949d2aaf377ed08578,End Survey,0,3,"{""Q0"":""surprised "",""Q1"":""Just tried to remember what I had seen "",""Q2"":""3""}"
615e25a2ad4fdb2fe4530c9d,End Survey,0,3,"{""Q0"":""quite surprised I wasn't completely sure of some of them"",""Q1"":""mostly focused on colours and if the image reminded me of any thoughts I had during the first trial, such as remembering that I used to have said item"",""Q2"":""3""}"
6156b43d20238135bb48095c,End Survey,0,4,"{""Q0"":""Moderately "",""Q1"":""only was sure for some so if wasn't sure went to the middle more oftern"",""Q2"":""4""}"
601e690acaa62b2bd8d25d52,End Survey,0,5,"{""Q0"":""quite"",""Q1"":""i remembered saying items out lout to myself yesterday"",""Q2"":""5""}"
615962d5a26e038d24fdefa1,End Survey,0,4,"{""Q0"":""quite surprised"",""Q1"":""When I was playing game 1, some of the pictures were quite memorable. I used the ways i remembered the pictures in game 1 to remember them on the memory test. "",""Q2"":""4""}"
5d776e218a8d1d00166d36a6,End Survey,0,4,"{""Q0"":""A little"",""Q1"":""I tried to relate each object to myself such as hedgehog, it made me think of my pet hedgehog and food mixer reminded me of my own"",""Q2"":""4""}"
